1,2016-01-22-46,8.28355532245
2,2016-01-22-46,3.73106959378
3,2016-01-22-46,2.98241490469
4,2016-01-22-46,8.35030850745
5,2016-01-22-46,2.86573135672
6,2016-01-22-46,7.54331204437
7,2016-01-22-46,32.2605339882
8,2016-01-22-46,273.856339972
9,2016-01-22-46,3.95602527868
10,2016-01-22-46,4.12263918961
11,2016-01-22-46,4.06429741563
12,2016-01-22-46,6.01151816362
13,2016-01-22-46,4.12263918961
14,2016-01-22-46,44.385358435
15,2016-01-22-46,2.98241490469
16,2016-01-22-46,4.12263918961
17,2016-01-22-46,2.86573135672
18,2016-01-22-46,2.81580099376
19,2016-01-22-46,5.03790778963
20,2016-01-22-46,3.95602527868
21,2016-01-22-46,3.73106959378
22,2016-01-22-46,9.62266220074
23,2016-01-22-46,68.131185825
24,2016-01-22-46,18.6277729321
25,2016-01-22-46,2.9240731307
26,2016-01-22-46,2.98241490469
27,2016-01-22-46,8.96324100643
28,2016-01-22-46,8.17528318551
29,2016-01-22-46,3.95602527868
30,2016-01-22-46,2.98241490469
31,2016-01-22-46,5.8449042527
32,2016-01-22-46,2.98241490469
33,2016-01-22-46,4.00595564165
34,2016-01-22-46,2.81580099376
35,2016-01-22-46,2.81580099376
36,2016-01-22-46,6.0698599376
37,2016-01-22-46,66.242306851
38,2016-01-22-46,4.06429741563
39,2016-01-22-46,3.62279745684
40,2016-01-22-46,3.95602527868
41,2016-01-22-46,4.92963565268
42,2016-01-22-46,8.23362495949
43,2016-01-22-46,2.98241490469
44,2016-01-22-46,2.98241490469
45,2016-01-22-46,2.81580099376
46,2016-01-22-46,29.781202825
47,2016-01-22-46,2.64077567182
48,2016-01-22-46,16.6805521841
49,2016-01-22-46,2.80738958274
50,2016-01-22-46,2.98241490469
51,2016-01-22-46,15.1748313949
52,2016-01-22-46,2.98241490469
53,2016-01-22-46,2.98241490469
54,2016-01-22-46,2.98241490469
55,2016-01-22-46,2.98241490469
56,2016-01-22-46,2.98241490469
